30.875470161719324,-60.7245829937997,-0.7101727930486703;30.142345435031803,-3.401761511068573,-14.925953766455965;-8.587801657662995,8.011210842782473,-14.457838994083053;9.401600565090948,-6.986551262303394,-0.8549837455969396;4.074306062934015,1.1054441321959838,-21.798612785882174;-2.9207310740677035,0.8188510031720295,-20.271806246273563;-1.7627290948798158,2.978230708527917,-5.827282412439116;-0.5747790891992419,7.142826521066977,-25.289333330842215;-1.3202454238222194,0.503752000144197,-15.632121838602806;-5.530041556797331,0.08931976003961628,-5.447728173963455;-5.2817780217289085,13.685966786209605,-18.55952928928435;-4.287647523354948,0.42420336031361106,-20.621291732912944;-1.4076364785463484,-3.2704365127833164,-11.521572353120504;-23.309606672939278,17.70523515110633,-5.847501313142363;10.259043726118799,10.259815307638508,-5.253498527573118;-5.543648783207242,5.126275360932233,-25.48186541894625;-0.6449370673699012,-5.533090717568319,-16.127346498366464;
31.833077109484012,-60.765654877235704,-3.2598126401470946;27.197256287570518,-17.453213779133105,-21.695421857285325;-8.487647850531612,7.98375192168252,-15.972403365193644;10.05030590066399,-6.952575739849554,6.913820717254151;3.8126017080068784,-0.46489841064954507,-16.08170232922976;-2.9260865644078855,0.8206680551166897,-17.505912811205654;-1.8630999700267175,2.9843121387425797,-1.069080129758932;-0.5999907266745683,7.607707266781317,-16.33787349781203;-1.3205087415210108,0.5038051084905609,-15.74163910050868;-4.894854861942131,0.06451849793601583,1.0830442873578825;-5.360683879352149,13.0937034283621,-13.72191737439834;-4.197324599751313,0.39379212026744603,-16.343875240475338;-1.2473461037267501,-3.3001194746930738,-9.385508416756233;-23.309606617659046,17.70523510910548,-5.847501299276304;10.315647755752456,16.499187499329615,0.4800817256648884;-5.187343215113306,4.986926575620412,-16.98314967769291;-0.2775942791176407,-5.611483968348861,-7.913655494797181;
34.32011234064049,-61.112144660975375,-10.057633997565228;23.671260081152514,-28.650540589577965,-26.519025761621698;-8.654513182141418,8.02788581517356,-13.455298869614289;9.646770378698557,-6.984681934870063,2.0733571976717826;3.488419836553952,-1.4148939466637063,-7.39328941375325;-2.9242605465516442,0.820094664661599,-18.42393240129746;-1.8738233062668936,2.984465336676228,-0.5619797467721774;-0.7226926458968541,5.470412884801631,-11.362718999236115;-1.3201909372431158,0.5037332897593021,-15.609507179352605;-4.759042123436153,0.06872608185143136,2.4772995395244735;-5.580700696386525,10.396360606072024,-7.317392879834463;-4.195820646238345,0.3933855073232707,-16.274442983514007;-1.213894878917382,-3.3054334659317997,-8.942608446605469;-23.309606562630588,17.705235067297433,-5.84750128547318;10.643239933877242,10.73908699282044,3.044210719055485;-5.228751510184208,5.000138901003347,-17.948860713298178;-0.32387844005498256,-5.604569247084257,-8.937005162077138;
36.08196762792989,-61.59344128146303,-15.097034171606452;23.378836749764325,-29.450955669343468,-26.838672485281002;-8.605811182281043,8.015991607857446,-14.185890919972305;8.943197888655224,-6.9580754758734775,-6.337063488881631;3.5376964410817457,-1.3012461048521702,-8.75869038129203;-2.9206537416636023,0.8188149448145142,-20.335194408160163;-1.9037958027570632,2.984389028950485,0.8548386597779682;-0.7682689547935637,4.445424644926916,-11.390138850933187;-1.3254820609673572,0.5053281952674792,-18.24815848438189;-4.852185046098902,0.06552342588159926,1.521463698568363;-5.7285777203218435,8.235177589905067,-4.462148985127239;-4.310203894439418,0.4328071793364865,-21.706815519793402;-1.26596569702302,-3.2970928668473496,-9.633048131938459;-23.309606507851694,17.705235025680214,-5.84750127173248;10.972122237218292,6.758218851467071,8.230946554216917;-5.389201025130189,5.0580259533131535,-21.733142061694792;-0.464907784239017,-5.578508719813184,-12.070295438924452;
38.10492279600667,-62.42613190663187,-21.21789592405138;24.668665301093483,-25.802489512030334,-25.352905487662923;-8.76579117098309,8.053283408844162,-11.788808532816963;8.48682263306714,-6.884167128460414,-11.847165437323655;3.402695922169765,-2.8311726732431786,-7.351888831652612;-2.889817211213169,0.801613516400545,-37.89402820900015;-1.7187165885163438,2.9729045555973213,-7.923313836773136;-0.7702739188313894,4.641741279574851,-9.39632492186405;-1.3338254951113044,0.5084521873635667,-22.54777035436439;-5.145716352597082,0.06543578340892509,-1.4917295156337644;-5.686835623752745,9.119644421428209,-3.578652155275474;-4.3885671249460785,0.46720010359011954,-25.5471520525671;-1.4770288716060411,-3.2558228555060698,-12.451499731766862;-23.309606453320292,17.705234984252034,-5.847501258053723;10.93149274507834,6.974053538015413,7.440155816062166;-5.363510859819541,5.04798370003664,-21.120776689486462;-0.3826560399197231,-5.5947081756287895,-10.239039964046992;
37.43534573419718,-62.11313902436053,-19.143763436833975;26.43612956067509,-20.172278957594145,-22.921119501311956;-8.569642567713098,8.005878649539385,-14.734168654401389;8.283103119050548,-6.836052343770591,-14.33872769890991;3.4611907505454065,-3.214563558531589,-9.973723155485455;-2.8803559495391937,0.7932899666616109,-44.143145875245736;-1.6056657080062022,2.9515400709236186,-13.36627857023323;-0.7443690441734434,5.18190934990486,-9.736537776309273;-1.3416031963083712,0.5120157540651271,-26.65570363164296;-5.3954035238623375,0.07767078068944477,-4.05842132385458;-5.663803875387146,9.387751403944748,-4.480948342297914;-4.423453065883692,0.48460958459812625,-27.296854405087682;-1.6642626082591925,-3.2099931213906743,-14.978066113622926;-23.309606399034397,17.705234943011213,-5.847501244436428;10.843124358315169,7.233995109286072,5.667040607872954;-5.4417265235335055,5.079992423333961,-22.998717237074857;-0.3763057793609846,-5.595756895944162,-10.098664479537375;
40.32573607689222,-63.752787532498665,-28.51477885759083;27.403767154052264,-16.672011397550378,-21.337095190492935;-7.5272606593447575,7.558903663709223,-31.304379543520824;7.522687882446936,-6.569943700960079,-23.92414774390278;4.2866986197338095,-2.099559234109039,-35.927356103850734;-2.8511125731361253,0.7469011576276999,-71.53967750864703;-1.3842996276769601,2.8758325428806417,-24.45050228777751;-0.7237285232986891,4.553078398067376,-18.882999174173136;-1.361084317471386,0.5242657669363404,-37.71915113147289;-6.322313637332456,0.22360223773633026,-13.714088484238228;-5.6649948608752085,8.99802861373845,-6.890762859765257;-4.665957993827428,0.6480265677334123,-40.44644670426487;-1.9820802756636484,-3.111934418046601,-19.33889933308842;-23.309606344992062,17.70523490195612,-5.847501230880127;10.960118797449585,3.2477323434463186,7.348721967374274;-5.816301017025252,5.277616577549037,-32.40922787623365;-0.6301601724764768,-5.537397099681905,-15.792281322568577;
40.2971838659882,-63.732237167138095,-28.41570324129573;27.440592325931984,-16.530935995931937,-21.272100843639492;-7.442383480132584,7.505741450840688,-32.75945161164246;7.208015311550602,-6.41534684626455,-28.085096726401932;4.414711765273507,-0.2808006328833449,-36.760547087625795;-2.8544156122716986,0.755647550471347,-66.90999922711345;-1.3416948645488176,2.855468553312029,-26.68231542549118;-0.7595909760851988,3.6249474490759264,-19.90930014285638;-1.367001099263306,0.5291137664056087,-41.380473178631775;-6.9122755534741405,0.4035819304746764,-20.065026585039078;-5.72331761622493,7.872274694230629,-7.361095163108711;-4.774537242871309,0.7524155050985785,-47.206961185436185;-2.1519396334427427,-3.0482971463630237,-21.71799490789824;-23.30960629119138,17.705234861085213,-5.847501217384359;10.931822728143288,1.280373940639934,6.755114818169801;-6.156330372576016,5.536510024013509,-41.905501383233975;-0.9202761095507448,-5.436749980698582,-22.506708356472597;
40.301646982675955,-63.73529687968124,-28.431277132315113;27.47739132081306,-16.39011478330548,-21.207242837058814;-7.522570890023532,7.556294240888731,-31.382511905012237;7.010058047140257,-6.302803771543362,-30.785508196765765;4.380296436190145,-0.7412411483624322,-36.45989491076747;-2.8530570113280285,0.7522036316081685,-68.75007131939428;-1.2728724624459267,2.8179954271732948,-30.390918751414667;-0.7238250958343881,4.3713446347523535,-20.419548199159557;-1.3656554079445054,0.5279769216132641,-40.546620244598515;-7.003373841555075,0.4379999166672399,-21.06798135801296;-5.684267550339873,8.54118733240854,-7.620659843500199;-4.802987576463834,0.7843071587526321,-49.1227343035509;-2.1796903190980084,-3.0370231270419956,-22.110946669312888;-23.30960623763047,17.705234820396967,-5.847501203948671;10.977883267437019,2.398078370514365,7.6896435304255455;-6.282405416576122,5.658600906176181,-45.8015380760574;-0.9506062199257921,-5.423866749453847,-23.227135871980455;
40.43063983023661,-63.827873105090944,-28.878582427591848;27.519223526035894,-16.22690847853357,-21.13182211611674;-7.629748207495791,7.620062703836506,-29.569935632084473;6.874528278441398,-6.218345074488166,-32.67817382621248;4.349588653102845,-0.9509970845547877,-35.753641394912904;-2.853862247821807,0.754274368635322,-67.64678304822242;-1.254962345672955,2.8073105771231885,-31.375708735406405;-0.7290883458067042,4.234032531294583,-20.585731755072665;-1.365396602978176,0.527787321634695,-40.4076228060245;-7.030833353951514,0.44874020517816304,-21.37092988945057;-5.6915378605597065,8.346707730568369,-8.022720703333547;-4.797963172311303,0.7784966473750786,-48.77864930465175;-2.1525263616495693,-3.048054011575194,-21.72667639439847;-23.309606184307505,17.705234779889913,-5.847501190572605;10.989455026070669,1.709320247107616,7.947442028805305;-6.275503872880847,5.6512280175821585,-45.57653624284791;-0.8808727044510214,-5.452686918350068,-21.577470732575907;
40.51946808309438,-63.892622832292474,-29.18854400786719;27.50579419201021,-16.27908566746271,-21.155946446520858;-7.662294168008906,7.63849596756362,-29.025508339469134;6.920184092438124,-6.2474873349839894,-32.036406188469044;4.340709377935255,-1.7557647572493065,-37.21322805057098;-2.8553873861269916,0.7577985457092165,-65.74802494474764;-1.2690594706157985,2.815766556064807,-30.599299545194185;-0.7391963695786528,3.8766432482983593,-21.694166368498934;-1.3664568259603087,0.5286526482918538,-41.044353965053375;-7.022731392704138,0.4455565936445841,-21.281460962110696;-5.7407085104825075,7.358677133481455,-8.55216046217815;-4.824457744997099,0.8098836526137245,-50.62131195420702;-2.1767114730060246,-3.038333606808202,-22.067731831727578;-23.30960613122064,17.705234739562602,-5.847501177255714;10.974572282098174,-0.11995511101213907,7.81698255890646;-6.4134061406208565,5.804672683500856,-50.154691040514585;-0.9388338442179663,-5.42894373813369,-22.946184796600264;
40.09772305329388,-63.593108461802785,-27.7302318071354;27.340434532825512,-16.914868101515278,-21.44881946900307;-7.5462955197138895,7.570816460712177,-30.97821132668203;6.9510528368425595,-6.26680034087543,-31.604724162705313;4.306474890547003,-2.9540828514694852,-38.65142622339903;-2.8557799798773145,0.758707514831649,-65.25330524835259;-1.2202160872202912,2.7852728465645327,-33.322136600687486;-0.8771575443044108,0.6296030044755336,-22.58583766468156;-1.3657568573067416,0.5280551969722523,-40.60422248580628;-6.851652142828517,0.3816648716794636,-19.401226577904552;-5.843652044133853,5.325026593287484,-8.807317118084494;-4.831330684587913,0.8183475155938831,-51.109252123486854;-2.0801069643747243,-3.0761781352855104,-20.70767170101813;-23.309606078368102,17.705234699413612,-5.84750116399755;10.924522716018846,-2.0774204438947077,7.201189396483041;-6.4480964537322105,5.847570216145539,-51.378530581575845;-0.9816791025154257,-5.410311588491296,-23.96747887381717;
40.38158091256028,-63.7924833794611,-28.70814876615849;26.940713013732147,-18.39723744885562,-22.125003870635787;-7.535440778556736,7.564307149119168,-31.16210958236352;7.299708769164927,-6.463370997600555,-26.857468275273696;4.258906757719004,-4.094601361593413,-39.50036077054138;-2.8568450091570683,0.7609219928541936,-64.04115376014323;-1.2167712964156008,2.783025317417676,-33.51592142514574;-0.8450033036155472,1.0172666458309738,-25.60609959177365;-1.3636080756658375,0.5262478757275261,-39.25299081704441;-6.59758973197655,0.29844687351358745,-16.649039102193143;-5.7603402289627095,6.2818923946071035,-12.850092033960962;-4.7873626178627,0.766597578842227,-48.06521465315406;-1.9297684073559864,-3.129862484042365,-18.613839414105176;-23.30960602574808,17.705234659441565,-5.847501150797679;10.720494832012148,-1.3542956206345114,2.728263113706248;-6.355382054952207,5.7371735843242515,-48.180089294033806;-0.8534356987407841,-5.463345275366409,-20.93461375807222;
41.60624394345476,-64.7642732666892,-33.111067193181086;27.112906427132113,-17.764808104923308,-21.837360502792844;-7.606213067296476,7.6065042617992225,-29.96423908114302;7.55799019146792,-6.5856698286919295,-23.465228744284573;4.423714755110625,-1.5884083416475598,-40.09107307330041;-2.8610221390305903,0.7687432823385371,-59.651060680457135;-1.2707043257157409,2.816738868549749,-30.50845192933483;-0.7507654373366597,2.9492186839471795,-27.53433514362165;-1.3706578739566122,0.5325281640964827,-43.802664238293325;-6.612462915354996,0.30293354698138986,-16.80930355525716;-5.651427325669542,7.5841404608937,-17.583101944327666;-4.811624088105759,0.7944248901128088,-49.72010801178055;-1.9415131739681575,-3.125954327482492,-18.777286850525712;-23.309605973358835,17.705234619645065,-5.847501137655655;10.430941016754314,-1.3661852514159545,-3.311267495630233;-6.4527135212239415,5.853195093792303,-51.539405837813945;-0.8187797543523013,-5.4763324927873995,-20.125702106568593;
42.982191374647414,-66.1066357189892,-38.491127592811885;28.370677499481975,-12.721532080975285,-19.488705351171365;-7.786560988544279,7.704949315790988,-26.976375279293933;7.779485495251042,-6.67610432521648,-20.623890356237357;4.781828029132998,6.037303608435252,-37.748159970894456;-2.8586763075748665,0.7644820274871638,-62.064515360505396;-1.2904459709417804,2.8281091936815566,-29.431461678555642;-0.6668869354968964,4.883502141279605,-27.1564105407774;-1.374806240681405,0.5366874954000337,-46.61774158992661;-6.57963778555436,0.29309069761304607,-16.456551924301365;-5.575510017923506,8.868339199345494,-18.200515674458742;-4.847983307124543,0.8395404555112136,-52.31780930655995;-2.0253276243023737,-3.096446775351363,-19.941936024058585;-23.30960592119861,17.705234580022765,-5.847501124571054;10.301030860256045,-2.749320100451399,-5.63521996447944;-6.483411332140275,5.89316031213654,-52.65787228818772;-0.6932691162240477,-5.518698252831447,-17.23041829307279;
44.049127486860755,-67.37473869240995,-43.07964789359721;28.49710949310851,-12.161328916178167,-19.22196475097099;-7.857188662054569,7.7404975996718335,-25.826329923257212;8.073823367625337,-6.777275279806871,-16.924356344713193;4.935570856866379,9.332099564501402,-37.48929343155241;-2.8592501953254272,0.7655544792426202,-61.46259725344485;-1.3597834386442322,2.8643512165513463,-25.731243311666553;-0.5469636348670522,7.3787205102462075,-28.742851877562856;-1.3821675162661642,0.5452762877309082,-52.05587607494336;-6.945711899737676,0.4161132820165817,-20.432596063578604;-5.402884974278278,11.196580725003596,-22.666325291452047;-4.90318725113676,0.9170809637865779,-56.586836815067414;-2.0077778686824823,-3.102816147276572,-19.696739237105838;-23.309605869265667,17.705234540573333,-5.847501111543437;10.089686042447672,0.4580985560293298,-10.81689447538692;-6.6911408734172895,6.213884157260123,-61.13653131788312;-0.7244220110974784,-5.508846352654352,-17.944692799574856;
42.18550954978167,-65.29370748616161,-35.31233474899815;31.094326342093627,4.497310679010775,-10.89771609936109;-8.566422423538183,8.005330368609197,-14.78134854538855;8.588937922270604,-6.904586558824746,-10.607163858512223;4.349048152123243,9.249247150053245,-16.893454234706;-2.8538800990820987,0.7541908412171584,-67.69192198145268;-1.2938096673025747,2.830022637679116,-29.248504508617863;-0.4323315225183622,10.206051870547924,-25.93113902350737;-1.3860613992919772,0.5505550427015594,-55.20496677636505;-7.287748018552942,0.5577567983944742,-24.245948626219207;-5.148852265493254,14.720447819765194,-26.51439427872943;-4.773768750287373,0.7518383350234081,-47.16499538611808;-2.2614842353094335,-3.0029013782255882,-23.272864142534253;-23.309605817558303,17.70523450129543,-5.847501098572385;9.449798334186383,1.7107100168986258,-24.94066449582238;-6.119936521476051,5.5043596314722665,-40.82774333667077;-0.37688014862010066,-5.59571943019338,-10.11095514630452;
34.78899007809374,-61.220869821442896,-11.378219340306558;31.206071115609355,5.832738903683987,-10.206768488619113;-8.431707417004125,7.96691926231616,-16.82458542303545;9.245147160255524,-6.982160260429484,-2.7236100051054697;4.044447456328483,3.5345524558969084,-16.363040209251572;-2.867513217646872,0.7785927594274654,-53.812050840987936;-1.4243587891608926,2.893077351270126,-22.387482997884163;-0.5070781158240801,8.510112679183136,-26.451756098032476;-1.3634383206405138,0.5261363277159982,-39.166579135368124;-6.688938544600358,0.32679224756582687,-17.63386544521063;-5.141516859111616,14.981067905185656,-25.27565405441701;-4.609050765731611,0.6020348105576698,-37.16381608433509;-1.9945146698045617,-3.1075010517510484,-19.512883664787836;-23.309605766074835,17.705234462187768,-5.847501085657469;9.798553130687484,9.790904873428033,-15.308102898435049;-6.160390341618785,5.540338934915747,-42.029879133859055;-0.38196966663547816,-5.594752406974674,-10.223495951763722;
33.22382404816391,-60.91496431780331,-7.02378836060655;30.899974828168034,2.4935480182057557,-11.92980540340935;-8.613455568462053,8.01787499809769,-14.071816061753697;9.97831086838153,-6.96082035243481,6.047197733786889;4.050946286043019,0.8382906855063794,-21.518459979662218;-2.88314687120705,0.7959706157025174,-42.223249900517175;-1.6591210679220953,2.9630799205381337,-10.7826186709344;-0.5313351851497479,7.933856107047193,-26.82662196781564;-1.340209799323338,0.5113078511052475,-25.883846060282366;-6.189019956448887,0.1924750849987783,-12.305982724686785;-5.184632748589515,14.213439823911473,-26.210432056293026;-4.372552865704193,0.45974353562514275,-24.754202050117122;-1.676068600698045,-3.2069058319590815,-15.137983505496338;-23.309605714813582,17.705234423249056,-5.847501072798279;9.929600560747508,11.787614373955282,-11.340128777651513;-5.6533976260504115,5.1818110621651545,-28.214364460302278;-0.1288016728472921,-5.627833189287702,-4.643680312492993;
